complaint_id,citizen_id,complaint_text,department,resolution_time_days
5261,1881,Street encroachment by vendors not being managed by UMC,Urban Administration,28
5703,1877,Fertilizer not available at cooperative society this season,Agriculture & Forestry,21
5623,1608,Land acquisition compensation dispute case very slow,Judicial & Legal Services,36
5896,1860,Free medicine scheme se galat generic brand diya gaya,Public Health & Relief,34
5690,1135,Legal notice sent but no reply from opposite party,Judicial & Legal Services,37
5157,1872,panchayat secretary ne attendance register bhara nahi,Panchayat Department,8
5385,1448,Merit scholarship list mein favored students ke naam,Education Department,14
5843,1653,Malnutrition ward at district hospital understaffed badly,Public Health & Relief,37
5577,1213,Pharma store license inspection pending since 3 months,Licensing & Regulatory Services,12
5879,1981,Eye camp cancelled last minute without informing patients,Public Health & Relief,27
5425,1164,Nutritious food kit not delivered to malnourished child,Social Welfare Department,36
5024,1881,"agricultural land conversion fee deposited, no receipt given",Revenue Department,16
5480,1645,NGO ki fake scheme chalai ja rahi hai social welfare ke naam pe,Social Welfare Department,31
5343,1831,Annual sports event cancelled without any reason stated,Education Department,18
5888,1277,Water purification tablet kit nahi diya flood area mein,Public Health & Relief,28
5694,1528,Complaint about corrupt judicial process not registered,Judicial & Legal Services,23
5481,1203,Mental health patient ko proper housing nahi mila welfare se,Social Welfare Department,44
5617,1941,Vakil ne paisa le liya lekin court nahi gaya puri taraf,Judicial & Legal Services,8
5199,1591,Sarpanch ignoring complaints about illegal construction,Panchayat Department,24
5899,1046,"Cardiac patient ke liye referral delay hua, patient serious",Public Health & Relief,13
5417,1615,Sanitation worker corona relief amount nahi mili abhi tak,Social Welfare Department,16
5326,1152,District education officer ne complaint acknowledge nahi ki,Education Department,37
5433,1830,meri maa ka pension application 8 mahine se pending hai,Social Welfare Department,17
5646,1367,"mujhe district judge se milna tha, appointment nahi mili",Judicial & Legal Services,19
5631,1634,Domestic violence protection order not enforced by police,Judicial & Legal Services,16
5196,1177,Labour card renewal request pending for over 2 months,Panchayat Department,34
5014,1983,Mutation entry gaon ke bahar wali zameen pe galat ho gayi,Revenue Department,44
5806,1368,Malaria spray nahi kiya hamara area mein is monsoon,Public Health & Relief,4
5367,1832,PTM ek baar bhi nahi ki school ne pichle saal mein,Education Department,24
5247,1309,Ward level meeting not conducted in over 6 months,Urban Administration,38
5176,1333,Electricity connection to panchayat office disconnected,Panchayat Department,43
5677,1716,Copies of judgment not available from office counter,Judicial & Legal Services,23
5293,1469,"Drains blocked before monsoon arrival, no prior cleaning",Urban Administration,26
5871,1481,Relief fund cheque bounced after flood disaster,Public Health & Relief,21
5322,1062,"Girls toilet in school locked, key with principal only",Education Department,42
5160,1659,nali ka nirman ghatiya material se kiya gaya hai gaon mein,Panchayat Department,11
5467,1303,Sanitation worker corona relief amount nahi mili abhi tak,Social Welfare Department,26
5379,1359,"School has no electricity, students sit in dark classes",Education Department,3
5805,1050,Aayushman card se treatment deny kar diya hospital ne,Public Health & Relief,21
5355,1517,"School building mein toilet nahi hai, girls affected",Education Department,20
5197,1951,"Gram panchayat ka noticeboard blank, koi suchna nahi",Panchayat Department,39
5050,1346,zameen registration ke time extra charge liya gaya hai mujhse,Revenue Department,37
5609,1787,My motor accident claim case not heard for 3 hearings,Judicial & Legal Services,38
5704,1831,Crop insurance claim rejected without proper explanation,Agriculture & Forestry,25
5002,1354,meri zameen ka patta abhi tak nahi bana hai,Revenue Department,6
5045,1431,patta milne ke baad bhi record update nahi hua gaon mein,Revenue Department,15
5725,1815,"Paani ke liye nalkoop on private land, subsidy nahi mili",Agriculture & Forestry,45
5618,1567,Family court ne notice nahi bheja dusri party ko,Judicial & Legal Services,15
5551,1055,Trade license renewal pending at counter for 6 weeks,Licensing & Regulatory Services,12
5482,1993,Scheme for acid attack survivors not implemented here,Social Welfare Department,41
5521,1146,Water tanker operator permit not given in time by RTO,Licensing & Regulatory Services,38
5687,1534,Electronic case filing portal not accessible regularly,Judicial & Legal Services,41
5872,1689,"Lab report mein galti hai, wrong diagnosis ho gaya",Public Health & Relief,27
5434,1735,Child labor complaint made but no action taken by dept,Social Welfare Department,33
5129,1899,"Tree fell on village road, panchayat not clearing it",Panchayat Department,27
5711,1613,Crop survey nahi hua for flood damaged field area,Agriculture & Forestry,21
5431,1213,Mental health patient ko proper housing nahi mila welfare se,Social Welfare Department,9
5692,1411,Session court ne stay order nahi diya urgency mein,Judicial & Legal Services,3
5145,1512,"Nalaa cleaning not done before monsoon, flooding expected",Panchayat Department,31
5591,1614,Waste dealer permit not issued on time by municipality,Licensing & Regulatory Services,15
5880,1087,Dental treatment not available at primary health center,Public Health & Relief,10
5661,1438,Lok adalat settlement nahi hua despite both parties there,Judicial & Legal Services,3
5466,1643,SC family ke bacho ko free coaching nahi mili is saal,Social Welfare Department,27
5579,1312,DG set installation NOC not given despite application,Licensing & Regulatory Services,31
5600,1835,Slaughter license renewal application missing from records,Licensing & Regulatory Services,18
5313,1954,School water tank not cleaned since past 6 months,Education Department,9
5115,1768,Drain blocked near school compound for over 3 weeks now,Panchayat Department,20
5573,1562,School registration certificate renewal delayed 6 months,Licensing & Regulatory Services,36
5039,1536,tahsil ne mujhe galat counter pe bhej diya baar baar,Revenue Department,3
5456,1276,Senior citizen ID card nahi mila apply karne ke baad,Social Welfare Department,32
5017,1996,domicile certificate ke liye pareshaan ho raha hoon weeks se,Revenue Department,45
5624,1945,District court cause list pe mera case naam gum hua,Judicial & Legal Services,37
5187,1877,kachha paani pee rahe hain kyunki hand pump kharab hai,Panchayat Department,4
5059,1615,My land survey dispute unresolved for 3 months,Revenue Department,3
5831,1580,TB patient medication supply irregular at local PHC,Public Health & Relief,25
5778,1728,"Cold storage facility closed, farmers suffering losses",Agriculture & Forestry,44
5863,1900,COVID relief fund beneficiary list galat hai,Public Health & Relief,41
5648,1610,Court registry counter closes early without any notice,Judicial & Legal Services,24
5311,1349,School mein sirf ek teacher hai 300 bachche padh rahe hain,Education Department,18
5794,1350,Poultry scheme under SC welfare not implemented here,Agriculture & Forestry,41
5103,1134,"Panchayat building closed, no government work being done",Panchayat Department,5
5790,1807,Mango orchard scheme benefits not given to small farmers,Agriculture & Forestry,12
5067,1564,domicile certificate ke liye pareshaan ho raha hoon weeks se,Revenue Department,24
5252,1869,"naali ka paani road pe aa raha hai, bhrashtachar hai",Urban Administration,18
5486,1270,Welfare hostel mein paani aur bijli ki kami hai,Social Welfare Department,11
5092,1422,revenue map mein error hai jo correct nahi ho rahi,Revenue Department,19
5850,1147,"Well-water found contaminated, no action taken by health dept",Public Health & Relief,45
5847,1265,PHC mein delivery ke time koi doctor nahi tha,Public Health & Relief,12
5505,1698,Vehicle fitness certificate not issued on time by RTO,Licensing & Regulatory Services,4
5891,1805,"Sub-center building damaged, not repaired in 3 months",Public Health & Relief,29
5547,1204,Meat shop license renewal stuck in red tape for months,Licensing & Regulatory Services,7
5653,1843,Bail application pending in lower court for 6 weeks,Judicial & Legal Services,18
5113,1005,"panchayat bhavan ki chhat toot rahi hai, repair nahi hui",Panchayat Department,35
5178,1809,soak pit construction incomplete under swachh bharat mission,Panchayat Department,40
5300,1784,"water meter defective, wrong bill aayi lagaataar",Urban Administration,24
5588,1442,Industrial unit registration takes too long at CGSIDC,Licensing & Regulatory Services,6
5305,1573,"School building mein toilet nahi hai, girls affected",Education Department,34
5668,1753,Family court ne notice nahi bheja dusri party ko,Judicial & Legal Services,40
5630,1521,Mediation mein doosri party ne agreement nahi maana,Judicial & Legal Services,23
5555,1963,Vehicle fitness certificate not issued on time by RTO,Licensing & Regulatory Services,16
5489,1823,Welfare department ki website access nahi ho rahi baar baar,Social Welfare Department,39
5398,1795,Supplementary exam fee paid but form rejected wrongly,Education Department,5
5429,1191,Baal seva sanstha mein staff bade kum hain capacity se,Social Welfare Department,24
5037,1505,Collector office ne koi reply nahi diya meri appeal pe,Revenue Department,9
5820,1860,Medical officer ne clinic mein private fee maangi,Public Health & Relief,5
5465,1017,"Destitute women shelter overcrowded, basic needs lacking",Social Welfare Department,44
5404,1153,Anganwadi worker not coming to post since 2 weeks,Social Welfare Department,20
5867,1961,Flood relief camp mein kapde aur khana nahi mila,Public Health & Relief,21
5108,1589,Borewell repair request ignored by panchayat for 2 months,Panchayat Department,31
5291,1247,Footpath under bridge occupied by illegal shops,Urban Administration,6
5188,1247,panchayat ne complaint ka koi record hi nahi rakha,Panchayat Department,20
5250,1178,"water meter defective, wrong bill aayi lagaataar",Urban Administration,43
5244,1756,Zone office is never open on Saturdays as it should be,Urban Administration,18
5253,1321,Stray dogs menace in sector 4 not being handled by ULB,Urban Administration,25
5636,1246,PWD dispute arbitration delayed for 4 months now,Judicial & Legal Services,5
5640,1288,Legal notice sent but no reply from opposite party,Judicial & Legal Services,28
5237,1477,Encroachment on municipal land by private builder ongoing,Urban Administration,38
5205,1439,"Ward office band rehti hai, koi officer present nahi",Urban Administration,39
5251,1723,Garbage collection stopped in ward 12 for over 2 weeks,Urban Administration,43
5091,1712,mujhe apni zameen ki certified copy nahi mil rahi hai,Revenue Department,18
5255,1807,"Ward office band rehti hai, koi officer present nahi",Urban Administration,37
5585,1629,Brick kiln license application pending for 90 days,Licensing & Regulatory Services,26
5173,1377,"samudayik bhavan ka taala band hai, kisi ko access nahi",Panchayat Department,45
5804,1881,Hospital mein medicine stock khatam hai 1 week se,Public Health & Relief,38
5454,1913,Anganwadi worker not coming to post since 2 weeks,Social Welfare Department,38
5873,1912,Emergency ward mein nurse ne sahi treatment nahi ki,Public Health & Relief,36
5683,1925,"mera civil suit 10 saal se pending hai, no update",Judicial & Legal Services,43
5391,1354,Child mein ek baar bhi vaccination nahi aayi school mein,Education Department,13
5107,1912,panchayat secretary ne attendance register bhara nahi,Panchayat Department,13
5054,1711,revenue court mein case 2 saal se pending hai,Revenue Department,36
5102,1786,MGNREGA payment nahi mila 3 mahine ho gaye hai,Panchayat Department,8
5607,1706,Consumer complaint forum mein case 8 mahine se stale,Judicial & Legal Services,17
5440,1258,Maternity benefit under PMMVY nahi mila dusri baar bhi,Social Welfare Department,5
5816,1965,Community health worker absent from duty regularly,Public Health & Relief,38
5830,1270,Dental treatment not available at primary health center,Public Health & Relief,20
5895,1388,Maternity benefit scheme payment not credited to account,Public Health & Relief,13
5518,1849,"mera rickshaw chalane ka permit expire ho gaya, renewal nahi",Licensing & Regulatory Services,39
5086,1862,Objection on land auction not heard properly at tehsil,Revenue Department,43
5685,1807,Child custody order not implemented by responding parent,Judicial & Legal Services,22
5652,1399,Lok adalat date cancel hua bina kisi notification ke,Judicial & Legal Services,5
5578,1424,Commercial building occupancy certificate not issued timely,Licensing & Regulatory Services,22
5868,1508,PHC ke bahar chhote bachche ka ilaj nahi hua properly,Public Health & Relief,11
5688,1227,Motor accident tribunal order execution pending months,Judicial & Legal Services,16
5811,1812,"Sanitation worker infected disease, no support given",Public Health & Relief,30
5283,1124,Hawker zone encroaching footpath making it unusable,Urban Administration,10
5420,1237,Poshan tracker app pe mera data update nahi ho raha,Social Welfare Department,16
5378,1489,Scholarship mein OBC category me galat percentage cut,Education Department,39
5539,1939,Private security agency license renewal delayed months,Licensing & Regulatory Services,41
5701,1897,Crop damage compensation abhi tak nahi mila 5 mahine se,Agriculture & Forestry,4
5496,1083,Bal vivah complaint registered but marriage happened anyway,Social Welfare Department,26
5174,1805,nali nirman mein sirf dalit wadi mein kaam nahi hua,Panchayat Department,6
5810,1863,District hospital mein X-ray machine kharab hai 2 weeks,Public Health & Relief,16
5602,1429,Lok adalat date cancel hua bina kisi notification ke,Judicial & Legal Services,30
5822,1719,"Lab report mein galti hai, wrong diagnosis ho gaya",Public Health & Relief,7
5043,1281,"landlord ne illegal occupation ki complaint ki, action nahi",Revenue Department,44
5797,1718,Horticulture subsidy form portal error for 2 weeks,Agriculture & Forestry,41
5575,1738,Fertilizer dealer license inspection not done on time,Licensing & Regulatory Services,4
5681,1729,Domestic violence protection order not enforced by police,Judicial & Legal Services,7
5739,1986,Kisan helpline se koi call back nahi aaya after complaint,Agriculture & Forestry,40
5851,1634,Primary health center closed during emergency situation,Public Health & Relief,45
5405,1477,Ration card abhi tak nahi bana hai 1 saal ho gaya,Social Welfare Department,28
5116,1260,"gaon mein paved road nahi hai, kacha raasta hai sirf",Panchayat Department,8
5633,1405,"mera civil suit 10 saal se pending hai, no update",Judicial & Legal Services,13
5364,1873,Attendance register not maintained properly in govt school,Education Department,33
5287,1264,Encroachment on municipal land by private builder ongoing,Urban Administration,19
5637,1524,Electronic case filing portal not accessible regularly,Judicial & Legal Services,39
5010,1775,"Tehsildar office ne document leke rakh liya, wapas nahi diya",Revenue Department,16
5363,1356,School water tank not cleaned since past 6 months,Education Department,6
5770,1173,Dhan ka khareed nahi hua is saal MSP pe,Agriculture & Forestry,10
5243,1975,"Drains blocked before monsoon arrival, no prior cleaning",Urban Administration,7
5697,1172,Compensation case lapsed as no hearing held for months,Judicial & Legal Services,40
5886,1316,Polio drive nahi aayi is ward mein is baar,Public Health & Relief,41
5286,1956,"Municipal school building in bad condition, roof leaking",Urban Administration,28
5240,1291,"Death certificate applied 3 weeks ago, not received yet",Urban Administration,43
5746,1044,Goshala scheme funding not received by registered body,Agriculture & Forestry,39
5384,1063,Free bicycle yojana ka cycle nahi mila abhi tak mujhe,Education Department,14
5200,1898,naye born child ka panchayat registration nahi ho raha,Panchayat Department,10
5447,1551,Social audit of welfare scheme not conducted in 1 year,Social Welfare Department,35
5574,1442,Small factory license application ignored for months,Licensing & Regulatory Services,28
5061,1505,khatauni correction application rejected bina reason bataye,Revenue Department,14
5093,1450,"landlord ne illegal occupation ki complaint ki, action nahi",Revenue Department,26
5599,1770,Construction firm registration at PWD not done timely,Licensing & Regulatory Services,34
5079,1797,Land record portal shows wrong owner name in my village,Revenue Department,18
5051,1797,"land mutation request pending for 6 months, no response from office",Revenue Department,34
5180,1031,social audit board meeting postponed 4 times without reason,Panchayat Department,41
5222,1714,"Old footpath tiles damaged, tripping hazard for elderly",Urban Administration,23
5409,1726,Mukhyamantri suposhan abhiyan ka laabh nahi mila,Social Welfare Department,38
5441,1210,Anganwadi mein supplement poshan band ho gaya achanak,Social Welfare Department,31
5541,1206,Waste dealer permit not issued on time by municipality,Licensing & Regulatory Services,38
5337,1787,"Faulty computer lab, no internet for 6 months in school",Education Department,3
5500,1384,"welfare camp in our village was fake, no real help given",Social Welfare Department,40
5864,1826,Free dialysis scheme mein naam hote hue bhi denied,Public Health & Relief,25
5584,1527,Timber depot license renewal not processed in time,Licensing & Regulatory Services,25
5813,1126,COVID relief fund beneficiary list galat hai,Public Health & Relief,28
5572,1011,Cable TV operator license objection nahi suni gayi,Licensing & Regulatory Services,22
5570,1595,Seed dealer license renewal rejected without proper cause,Licensing & Regulatory Services,10
5142,1389,kacchi basti mein bijli ka pole nahi lagaya abhi tak,Panchayat Department,35
5373,1092,Private school illegally charging fee above government cap,Education Department,41
5416,1410,SC family ke bacho ko free coaching nahi mili is saal,Social Welfare Department,29
5267,1425,Mosquito fogging not done in colony since 2 months,Urban Administration,23
5175,1965,panchayat auditor ne certificate nahi diya abhi tak,Panchayat Department,40
5672,1191,meri bail plea judge sahab se nahi suni gayi baar baar,Judicial & Legal Services,14
5898,1842,Rural ambulance driver ne raat ko call attend nahi ki,Public Health & Relief,21
5469,1315,Old age home application rejected with no explanation,Social Welfare Department,22
5728,1550,"Cold storage facility closed, farmers suffering losses",Agriculture & Forestry,3
5834,1697,Dialysis machine at district hospital broken for weeks,Public Health & Relief,24
5104,1410,"gaon mein pani ki problem hai, panchayat kuch nahi karti",Panchayat Department,17
5094,1532,My registered sale deed not reflecting in records portal,Revenue Department,22
5049,1819,Survey correction request rejected without valid reason given,Revenue Department,28
5598,1293,Event management firm registration pending for 60 days,Licensing & Regulatory Services,25
5507,1012,Liquor license objection hearing date not given by dept,Licensing & Regulatory Services,28
5645,1306,DRT recovery notice issued without hearing both sides,Judicial & Legal Services,17
5280,1285,"Dustbins overflow, garbage spread on street daily",Urban Administration,7
5034,1785,Bhulekh site pe mera data update nahi hua 3 mahine se,Revenue Department,18
5702,1071,Kisan credit card application pending for 3 months,Agriculture & Forestry,14
5411,1779,Women helpline 181 se koi callback nahi aaya complaint ke baad,Social Welfare Department,43
5548,1482,Event management firm registration pending for 60 days,Licensing & Regulatory Services,6
5038,1761,mutation process complete nahi hua even after 90 days,Revenue Department,23
5171,1400,Anganwadi closed for 3 weeks in our village without reason,Panchayat Department,36
5442,1012,Complaint register at social welfare office never updated,Social Welfare Department,20
5675,1745,Arbitration tribunal ne date nahi di 2 mahine mein,Judicial & Legal Services,39
5691,1426,Lok Adalat award nahi mila hone ke 2 mahine baad,Judicial & Legal Services,45
5012,1027,Land encroachment complaint filed but no action taken yet,Revenue Department,15
5203,1262,Stray dogs menace in sector 4 not being handled by ULB,Urban Administration,21
5674,1046,District court cause list pe mera case naam gum hua,Judicial & Legal Services,18
5678,1360,Legal aid clinic closed without notice in village area,Judicial & Legal Services,38
5531,1334,mera dukan ka trade license cancel ho gaya bina notice,Licensing & Regulatory Services,25
5437,1710,Social security allowance not revised despite inflation,Social Welfare Department,40
5137,1277,kachha paani pee rahe hain kyunki hand pump kharab hai,Panchayat Department,27
5451,1785,vridha pension band ho gayi pichle 3 mahine se,Social Welfare Department,8
5268,1388,Nala cleaning schedule not followed this monsoon season,Urban Administration,20
5665,1413,Electronic court fee challan not accepted at window,Judicial & Legal Services,19
5626,1456,Witness protection not provided in sensitive murder case,Judicial & Legal Services,20
5426,1237,"Ration mein ghaseela chawal aaya, bada problem hua",Social Welfare Department,32
5516,1428,Nursery license application pending at horticulture dept,Licensing & Regulatory Services,33
5218,1210,Nala cleaning schedule not followed this monsoon season,Urban Administration,20
5710,1828,Agriculture loan nahi mila bank ne refuse kar diya,Agriculture & Forestry,8
5596,1654,mera business registration portal pe error aa raha hai,Licensing & Regulatory Services,38
5186,1823,Gram Panchayat not issuing residence certificate promptly,Panchayat Department,19
5124,1552,nali nirman mein sirf dalit wadi mein kaam nahi hua,Panchayat Department,27
5159,1979,Gram Sabha mein hue nirnay implement nahi ho rahe,Panchayat Department,29
5166,1483,"gaon mein paved road nahi hai, kacha raasta hai sirf",Panchayat Department,20
5143,1772,"Road tar melting and damaging in summer, no action taken",Panchayat Department,19
5387,1232,"Faulty computer lab, no internet for 6 months in school",Education Department,6
5461,1771,Women helpline 181 se koi callback nahi aaya complaint ke baad,Social Welfare Department,10
5659,1430,My motor accident claim case not heard for 3 hearings,Judicial & Legal Services,42
5013,1679,revenue inspector ne site visit nahi ki abhi tak,Revenue Department,34
5412,1589,Domestic violence complaint filed but no FIR registered,Social Welfare Department,40
5362,1631,Sports equipment not provided despite government order,Education Department,29
5421,1265,"Anganwadi mein baccha nahi aata, koi pressure nahi hai",Social Welfare Department,11
5395,1011,Special needs teacher vacancy empty for 2 years,Education Department,42
5413,1026,IGNOAPS pension not received for last 3 consecutive months,Social Welfare Department,6
5227,1729,Nagar Palika ne water bill bheja but supply koi nahi,Urban Administration,16
5019,1324,Inheritance mutation still pending after submitting all papers,Revenue Department,31
5693,1103,Maintenance case order nahi mila 6 mahine ke baad bhi,Judicial & Legal Services,17
5829,1578,Eye camp cancelled last minute without informing patients,Public Health & Relief,23
5825,1263,Ambulance ka petrol khatam tha emergency mein hospital,Public Health & Relief,5
5614,1031,POSCO case victim ko legal aid nahi mili promptly,Judicial & Legal Services,45
5483,1439,meri maa ka pension application 8 mahine se pending hai,Social Welfare Department,36
5471,1099,"Anganwadi mein baccha nahi aata, koi pressure nahi hai",Social Welfare Department,26
5318,1564,Scholarship portal pe login nahi ho raha kabhi kabhi,Education Department,13
5762,1739,Drip irrigation subsidy amount credited to wrong account,Agriculture & Forestry,5
5773,1852,Krishi vigyan kendra ne training session cancel kar diya,Agriculture & Forestry,44
5224,1240,Bhawan anumati ke baad occupancy certificate nahi mila,Urban Administration,23
5538,1630,Industrial unit registration takes too long at CGSIDC,Licensing & Regulatory Services,24
5643,1170,Maintenance case order nahi mila 6 mahine ke baad bhi,Judicial & Legal Services,19
5769,1503,Sprinkler subsidy form reject hua bina valid reason ke,Agriculture & Forestry,8
5897,1764,PHC mein delivery ke time koi doctor nahi tha,Public Health & Relief,34
5627,1252,Copies of judgment not available from office counter,Judicial & Legal Services,19
5297,1218,Ward level meeting not conducted in over 6 months,Urban Administration,45
5015,1516,ek hi khasra number do logon ko diya gaya hai district mein,Revenue Department,7
5450,1409,"welfare camp in our village was fake, no real help given",Social Welfare Department,43
5042,1888,revenue map mein error hai jo correct nahi ho rahi,Revenue Department,7
5722,1422,PMFBY mein mera name hi register nahi hua properly,Agriculture & Forestry,37
5271,1099,"Open drain near children's park is dangerous, no cover",Urban Administration,8
5730,1625,Warehouse receipt scheme nahi chal raha local area mein,Agriculture & Forestry,12
5235,1055,Sewer line damaged causing bad smell in whole block,Urban Administration,8
5733,1770,Animal feed distribution stopped under MGNREGA scheme,Agriculture & Forestry,38
5172,1238,"Borewell motor damaged, villagers fetching water from far",Panchayat Department,37
5165,1386,Drain blocked near school compound for over 3 weeks now,Panchayat Department,40
5121,1720,Anganwadi closed for 3 weeks in our village without reason,Panchayat Department,27
5220,1594,Ward councillor not responding to residents' complaints,Urban Administration,45
5216,1991,Door-to-door garbage collection stopped in my ward,Urban Administration,7
5828,1280,Family planning surgery ke baad follow-up nahi mila,Public Health & Relief,30
5839,1269,Jan Arogya Mitra scheme laabh nahi mila registered family,Public Health & Relief,24
5503,1818,Arms license renewal rejected bina kisi reason ke bataye,Licensing & Regulatory Services,26
5749,1054,Soya crop insurance not settled despite all documents,Agriculture & Forestry,16
5885,1009,Flood relief camp mein hi pandemic breakout ho gaya,Public Health & Relief,15
5225,1691,Road marking and signage absent at busy intersection,Urban Administration,10
5448,1216,mujhe NSAP pension list se bina reason hataya gaya,Social Welfare Department,37
5468,1865,Transgender welfare scheme amount nahi aaya 4 mahine se,Social Welfare Department,25
5758,1410,Irrigation canal se pani band ho gaya kheti ke season mein,Agriculture & Forestry,9
5262,1675,Footpath blocked by construction debris for weeks,Urban Administration,34
5512,1786,Hotel license application documents demanded repeatedly,Licensing & Regulatory Services,5
5158,1095,Borewell repair request ignored by panchayat for 2 months,Panchayat Department,41
5587,1094,Tour operator license application process very slow,Licensing & Regulatory Services,33
5376,1458,District education officer ne complaint acknowledge nahi ki,Education Department,40
5119,1116,sarpanch ne election ke baad ek baar bhi meeting nahi ki,Panchayat Department,22
5134,1802,"Overhead tank leaking, half water wasted daily",Panchayat Department,24
